Depth,BW,PW,MH,Ratio,Stability,PS_1,PS_2,PS_3,PS_4,PS_5,PS_6,PS_7,Pillar Stress,SF_1,SF_2,SF_3,SF_4,SF_5,SF_6,SF_7
84.84,6,7,2.26,3.097345133,Intact,8400.845756,9626.293972,10300.30585,10254.53469,6256.601218,9416.68824,9882.676334,7315.285714,1.148396123,1.315914969,1.408052434,1.401795513,0.855277765,1.287261852,1.350962453
84.84,6,7,2.26,3.097345133,Intact,8400.845756,9626.293972,10300.30585,10254.53469,6256.601218,9416.68824,9882.676334,7315.285714,1.148396123,1.315914969,1.408052434,1.401795513,0.855277765,1.287261852,1.350962453
61.5,6,9.47,1.98,4.782828283,Intact,11153.01354,12500.7283,13229.95987,12858.91705,7062.079009,12272.28284,12609.876,4102.945931,2.718294056,3.046768959,3.224502611,3.134069341,1.721221563,2.991090559,3.073371233
61.5,6,9.26,1.98,4.676767677,Intact,11028.65962,12361.34763,13082.44841,12726.95353,7036.785832,12135.44929,12469.27835,4175.439721,2.641316928,2.960490021,3.133190581,3.048051075,1.685280187,2.906388333,2.986338968
58.71,6,11,2.3,4.782608696,Intact,10347.86935,11892.12554,12743.329,12479.08358,6661.237984,11627.67364,12237.37636,3505.617769,2.951796239,3.392305244,3.635116502,3.559738797,1.900160948,3.316868639,3.490790259
58.71,6,7,2,3.5,Intact,9492.955704,10657.94473,11289.09047,11115.97935,6691.625367,10460.33646,10765.38293,5062.239796,1.875248129,2.105381246,2.230058417,2.195861871,1.321870484,2.066345507,2.126604698
108.63,6,12.5,3.38,3.698224852,Intact,7506.210446,9199.195006,10177.70623,10265.40324,5501.534579,8901.620482,9963.565399,5948.5788,1.261849376,1.546452576,1.710947535,1.725690049,0.924848567,1.496428102,1.67494888
108.63,6,18.5,3.65,5.068493151,Intact,8456.203578,10497.31762,11688.22722,11686.06061,5615.246569,10136.6962,11486.35722,4762.977173,1.775402919,2.20394036,2.453975066,2.45352018,1.178936275,2.128226912,2.411591911
94.28,5,10,1.4,7.142857143,Intact,16208.93178,17145.8009,17631.38396,16574.40423,8620.094172,16990.74099,16516.2647,5303.25,3.056414798,3.233074228,3.324637527,3.125329605,1.625436133,3.20383557,3.114366605
94.28,5,10,1.7,5.882352941,Intact,13348.53205,14585.40452,15242.13272,14580.96078,7747.035093,14377.92976,14417.40885,5303.25,2.517047481,2.750276626,2.874111672,2.7494387,1.460808955,2.711154436,2.718598756
51.82,6.1,9.14,1.68,5.44047619,Intact,12913.56777,14082.27744,14701.90346,14099.81954,7686.236025,13886.39599,13898.1841,3601.761569,3.58534776,3.909830556,4.081864714,3.914700977,2.134021333,3.855445654,3.858718527
64.01,7.62,7.62,3.05,2.498360656,Intact,6494.714674,7824.167685,8582.91944,8748.706011,5378.11784,7592.102344,8359.283564,6401,1.01464063,1.222335211,1.340871651,1.366771756,0.840199631,1.186080666,1.305934005
48.77,6.1,9.14,4.27,2.140515222,Intact,5080.747977,6474.542828,7303.56034,7617.900266,4601.49008,6225.690912,7233.942374,3389.770585,1.498847149,1.910023898,2.154588388,2.247320305,1.35746357,1.836611285,2.134050725
108.51,6.71,8.53,2.29,3.72489083,Intact,9152.114889,10510.27281,11258.49486,11133.39368,6410.984985,10277.75902,10809.13989,8659.277227,1.056914411,1.21375867,1.300165656,1.285718587,0.740360288,1.186907262,1.248272761
46.1,6.9,7.1,3.8,1.868421053,Intact,5031.853725,6288.569549,7025.446112,7324.940422,4711.97294,6065.934428,6918.024826,4481.055346,1.122917111,1.403367971,1.567810609,1.634646273,1.051531966,1.353684335,1.543838291
50,5.7,9.3,3.65,2.547945205,Intact,5995.577759,7442.758857,8287.13199,8516.698947,5030.123249,7187.072749,8144.003069,3251.82102,1.843760072,2.288797204,2.54845883,2.61905526,1.546863502,2.210168612,2.504443824
58.3,6,8.47,3.8,2.228947368,Intact,5495.921723,6868.539485,7673.375264,7944.226629,4846.885915,6625.371606,7556.046937,4253.817024,1.291997679,1.614676759,1.803879955,1.867552503,1.139420405,1.557512128,1.776298062
59.3,6,11,3.7,2.972972973,Intact,6432.459323,8003.256508,8921.286355,9118.217079,5128.546664,7725.476751,8773.171017,3540.847107,1.816644189,2.260266051,2.519534474,2.575151313,1.4483954,2.181815966,2.477703993
196,6,15,2.6,5.769230769,Intact,10689.43404,12538.77937,13573.69382,13274.00569,6543.674528,12219.43091,13114.92301,9604,1.113018954,1.30557886,1.413337549,1.382133038,0.681348868,1.27232725,1.365568826
64.92,6,20.57,3.5,5.877142857,Intact,9298.899019,11462.80475,12718.87042,12614.94307,5844.703606,11081.56397,12473.00149,2707.902637,3.433985731,4.233093388,4.696945245,4.658565968,2.158387648,4.092305172,4.606148434
55,6.2,11.8,3.41,3.460410557,Intact,7228.847363,8872.357565,9823.305474,9938.7156,5424.61153,8583.307425,9620.87114,3199.511635,2.259359611,2.773034943,3.070251525,3.106322694,1.695449853,2.682692987,3.006981139
65,6.02,10.98,3.2,3.43125,Intact,7430.766624,9023.887413,9938.506277,10026.75771,5553.238378,8744.895392,9702.812627,3895.35038,1.907599034,2.316579134,2.55137672,2.574032304,1.425606899,2.244957331,2.490870315
51,6.11,8.89,3.27,2.718654434,Intact,6543.130133,7974.712454,8798.780751,8969.654674,5305.245038,7723.643916,8599.415099,3629.854198,1.80258759,2.196978726,2.424003905,2.471078502,1.461558715,2.127811062,2.369080032
68,6.34,11.66,3.4,3.429411765,Intact,7206.971227,8841.170529,9786.389967,9903.476559,5423.014851,8553.814673,9583.309026,4051.322638,1.778918114,2.182292382,2.415603703,2.444504535,1.338578863,2.111363482,2.365476632
46,6.4,8.6,3.55,2.422535211,Intact,5927.933221,7324.726913,8136.926459,8367.601798,5044.017539,7078.402788,7985.292667,3498.51271,1.694415231,2.093668802,2.325824467,2.391759726,1.44176053,2.023260561,2.282482109
74,5.69,11.31,3.41,3.316715543,Intact,7077.165529,8686.1902,9617.18451,9746.69415,5387.924959,8403.205156,9418.997826,4179.692783,1.693226248,2.078188673,2.300930956,2.331916401,1.289072006,2.010483926,2.253514388
68,6.13,10.87,3.37,3.225519288,Intact,7020.487998,8599.664228,9512.064279,9645.223281,5388.683937,8322.149003,9310.549233,4158.030551,1.688416646,2.068206119,2.287636938,2.319661475,1.295970261,2.001464131,2.239172877
68,7.1,12.9,4.06,3.177339901,Intact,6348.209514,8021.860387,9011.202723,9228.402212,4999.049824,7724.046797,8902.830216,4086.292891,1.553537566,1.963114393,2.205226831,2.258380018,1.223370413,1.890233276,2.178705847
54,6.08,8.92,3.58,2.491620112,Intact,5986.621907,7407.647298,8234.791115,8462.281448,5050.160051,7156.908326,8084.734605,3817.566209,1.568177624,1.940410956,2.157078794,2.216669204,1.322874254,1.874730636,2.117771942
70,6.32,10.68,3.25,3.286153846,Intact,7215.803456,8785.555299,9688.477514,9799.00971,5481.734306,8510.368509,9466.048672,4433.97649,1.62738875,1.981416753,2.185053876,2.209982334,1.236302068,1.919353548,2.134889234
49,6.43,8.57,3.69,2.322493225,Intact,5693.069358,7080.107927,7890.473514,8143.595739,4935.087534,6834.868543,7758.422283,3752.813334,1.517013731,1.886613401,2.102548891,2.16999755,1.315036772,1.821265258,2.067361628
51,6.35,8.65,3.64,2.376373626,Intact,5798.145376,7194.374336,8008.744634,8252.450467,4979.654899,6947.735777,7869.344258,3834.073975,1.512267477,1.876430758,2.088834145,2.152397299,1.298789468,1.812102693,2.052475854
72,7.11,12.89,4.15,3.106024096,Intact,6208.129849,7873.626768,8860.797595,9092.577851,4938.515755,7576.829692,8763.836173,4333.378874,1.432630294,1.816971697,2.044777956,2.098265145,1.139645505,1.748480784,2.022402478
77,5.96,10.04,2.94,3.414965986,Intact,7733.960614,9260.106046,10127.18605,10175.85008,5735.467093,8994.366545,9845.214544,4888.811289,1.581971599,1.894142666,2.071502754,2.081456918,1.173182345,1.839785996,2.013825849
57,6.65,9.35,3.65,2.561643836,Intact,6011.673298,7462.739454,8309.379365,8537.73126,5034.440498,7206.366938,8165.866204,4172.8388,1.440667513,1.788408278,1.991301309,2.046024701,1.206478548,1.726969884,1.956909096
75,6.3,10.7,3.41,3.137829912,Intact,6883.668377,8448.700621,9354.240567,9501.257265,5340.340223,8173.452686,9161.472515,4732.946109,1.454415119,1.785082785,1.976409693,2.0074721,1.128333199,1.726927055,1.935680717
78,6.3,10.7,3.35,3.194029851,Intact,7006.95796,8574.562981,9479.615308,9613.231373,5392.736379,8299.191481,9276.026558,4922.263953,1.423523408,1.741995769,1.925864886,1.953010132,1.095580495,1.686051695,1.884504091
54,6.48,8.52,3.69,2.308943089,Intact,5676.437511,7059.423957,7867.422125,8121.705583,4930.469355,6814.90102,7735.756672,4184.437612,1.356559241,1.687066366,1.880162367,1.940931216,1.178287219,1.628630094,1.84869686
56,6.41,8.59,3.63,2.366391185,Intact,5793.918567,7185.827596,7997.40414,8241.018952,4981.644044,6939.997507,7857.120322,4268.981042,1.357213469,1.683265286,1.873375417,1.930441684,1.166939838,1.625680095,1.840514222
64.92,6,9,3.6,2.5,Intact,5980,7406.340963,8237.146862,8465.923385,5041.907295,7154.56995,8089.300404,4508.333333,1.326432532,1.642811304,1.827093574,1.877838828,1.11835282,1.586965608,1.794299535
73,6.37,10.63,3.85,2.761038961,Intact,6076.987357,7611.325142,8512.429246,8743.466497,4990.27353,7339.269492,8387.751997,4667.605925,1.301949533,1.63067004,1.823724921,1.87322294,1.069129145,1.572384132,1.797013743
81,6.99,13.01,4.31,3.018561485,Intact,6005.425838,7664.812092,8652.928711,8906.252183,4844.001834,7368.356432,8574.444994,4785.534216,1.254912318,1.601662791,1.80814269,1.861077945,1.012217574,1.539714502,1.79174249
64.92,6,9,3.72,2.419354839,Intact,5787.096774,7206.782509,8037.046478,8284.678203,4951.794517,6955.634557,7905.742347,4508.333333,1.283644386,1.598546952,1.782709015,1.83763657,1.098364773,1.542839458,1.753584254
75,6.97,10.03,3.07,3.267100977,Intact,7402.774513,8927.844755,9798.940372,9884.837436,5599.696289,8661.515634,9546.739301,5386.383223,1.374349764,1.657484138,1.819205943,1.83515302,1.039602282,1.608039249,1.772383974
84,7.03,12.97,4.31,3.009280742,Intact,5996.186716,7653.020066,8639.616505,8893.645627,4841.615845,7357.020492,8561.253533,4993.434228,1.200814197,1.532616575,1.730195314,1.781067942,0.969596399,1.47333882,1.714502112
79,6.42,13.58,5.89,2.305602716,Intact,4489.696874,6037.070875,6994.325571,7391.630174,4107.551158,5754.83878,7039.967239,4283.783872,1.048068019,1.409284655,1.632744737,1.72549092,0.958860503,1.343400823,1.643399259
74,7.1,9.9,3.33,2.972972973,Intact,6780.407472,8289.035141,9159.396345,9312.395782,5343.67126,8024.130561,8960.001726,5455.055607,1.242958452,1.519514326,1.679065624,1.707112897,0.979581446,1.470953028,1.642513362
71,6.68,12.32,5.84,2.109589041,Intact,4312.955099,5791.164245,6704.681449,7107.729256,4063.058519,5521.699087,6745.557062,4221.668652,1.021623309,1.371771383,1.588159091,1.683630299,0.962429516,1.307942319,1.597841427
73,6.79,10.21,3.93,2.597964377,Intact,5834.487997,7332.740343,8214.873654,8467.109731,4902.421475,7066.717134,8102.882575,5059.518956,1.153170499,1.449295952,1.623647174,1.673500941,0.968950115,1.396717197,1.601512445
83,6.34,13.66,6.13,2.228384992,Intact,4326.605571,5856.703046,6807.888337,7218.813778,4022.085338,5576.88606,6866.010717,4448.122035,0.972681401,1.316668697,1.530508444,1.622890227,0.904220996,1.253761928,1.543575168
75,5.97,11.03,5.5,2.005454545,Intact,4333.187651,5760.339308,6635.87458,7027.935883,4125.675184,5501.210627,6656.337484,4453.97823,0.972880294,1.29330208,1.489875845,1.577900816,0.92628993,1.235122927,1.494470143
77,6.78,10.22,4.05,2.52345679,Intact,5664.386183,7154.805688,8035.568554,8304.424227,4822.745124,6889.64045,7937.950587,5326.314237,1.063472024,1.34329395,1.508654615,1.559131485,0.905456364,1.293509948,1.490327125
71,6.3,10.7,5.5,1.945454545,Intact,4267.874394,5673.514884,6535.853391,6930.420607,4105.672987,5418.291997,6556.007862,4480.522316,0.952539479,1.266261941,1.458725776,1.546788548,0.916338029,1.209299188,1.463224017
76,6.2,10.8,5.5,1.963636364,Intact,4287.771352,5699.96498,6566.323735,6960.140115,4111.78835,5443.552237,6586.572167,4707.647462,0.910809781,1.210788409,1.394820616,1.478475219,0.873427414,1.156321131,1.399121795
66,7.08,10.92,6.45,1.693023256,Intact,3676.495465,5019.153836,5859.006276,6297.315206,3773.463983,4772.790753,5924.080869,4483.154208,0.820068928,1.119558597,1.306893764,1.404661743,0.841698458,1.064605528,1.321409123
76,7.15,8.85,3.48,2.543103448,Intact,6134.438565,7554.723173,8378.564792,8590.808409,5123.004875,7304.591197,8214.24447,6210.220562,0.987797213,1.216498367,1.349157362,1.383333864,0.824931228,1.176220897,1.322697703
77,7.19,9.81,4.86,2.018518519,Intact,4624.669105,6022.113291,6866.568103,7225.538771,4334.105944,5770.450796,6845.269872,5780.834843,0.800000213,1.041737648,1.187815997,1.24991268,0.74973703,0.998203712,1.184131714
93.8,6,14,3.6,3.888888889,Intact,7458.370391,9237.330124,10273.52713,10373.89089,5411.236811,8923.3165,10089.1302,4785.714286,1.558465455,1.930188384,2.146707162,2.167678694,1.130706199,1.864573597,2.10817646
93.8,6,14.92,3,4.973333333,Intact,9239.438667,11100.04748,12159.78512,12048.03056,6043.224827,10775.62732,11833.16697,4610.293361,2.004089099,2.407666196,2.637529583,2.613289355,1.310811342,2.337297537,2.566684167
93.8,6,14.7,3.2,4.59375,Intact,8597.874846,10441.21805,11499.49089,11466.98959,5818.629648,10118.40634,11226.77818,4649.956268,1.849022733,2.245444354,2.473032052,2.466042459,1.251329972,2.176021828,2.414383606
109,6.48,17.5,3.67,4.768392371,Intact,8179.662603,10163.29714,11321.44618,11350.11678,5548.839748,9812.702657,11128.95122,5116.686008,1.598625085,1.986304635,2.212652126,2.218255481,1.084459695,1.917784801,2.175031105
106,7.5,16.47,3.5,4.705714286,Intact,8320.725315,10257.00456,11380.94164,11388.76355,5640.478933,9915.867422,11160.93626,5612.996141,1.482403534,1.827367114,2.027605463,2.028998999,1.004896278,1.766590814,1.988409752
92.28,6.93,17.07,3.87,4.410852713,Intact,7661.048744,9603.641878,10745.23621,10834.79286,5367.830117,9259.078384,10590.59949,4560.401037,1.679906807,2.105876611,2.356204229,2.375842118,1.17705221,2.030321086,2.322295651
122,6.71,21,3.29,6.382978723,Intact,9995.30796,12194.60941,13461.55264,13266.42826,6067.080723,11808.74121,13160.54814,5310.486406,1.882183136,2.296326264,2.534900123,2.498156901,1.142471755,2.22366471,2.478218969
122,6.71,21.2,3.29,6.443768997,Intact,10042.79188,12252.54137,13525.50337,13324.39913,6076.289033,11864.84006,13223.06892,5286.251124,1.899794701,2.317812961,2.558619153,2.520576268,1.149451453,2.244471514,2.501407634
97.54,6.1,9.14,3.2,2.85625,Intact,6779.623081,8233.141811,9067.614414,9215.495564,5392.638814,7978.597316,8852.574138,6779.541171,1.000012082,1.214409885,1.337496769,1.359309625,0.795428286,1.176863908,1.305777768
106.68,6.1,15.24,4.88,3.12295082,Intact,5740.570984,7480.337653,8532.180747,8824.669156,4640.119044,7166.941616,8507.462973,5229.280184,1.097774604,1.430471765,1.631616675,1.687549499,0.88733418,1.370540756,1.626889873
45.72,6.1,4.88,1.65,2.957575758,Intact,9607.455837,10445.47552,10888.784,10690.94622,7021.233758,10305.19345,10284.24963,5786.4375,1.66034038,1.805165185,1.881776828,1.847586917,1.213394901,1.780921933,1.777302464
60.96,6.1,4.88,1.55,3.148387097,Intact,10227.2917,11003.88483,11411.52188,11141.31947,7266.866261,10874.44449,10744.32612,7715.25,1.325594336,1.426251234,1.479086469,1.444064608,0.941883447,1.409474027,1.392608939
60.96,6.71,7.01,2.59,2.706563707,Intact,7335.701905,8599.292778,9306.07645,9378.532203,5806.072341,8381.15055,8989.812497,5837.906752,1.256563734,1.473009615,1.594077611,1.606488867,0.994546948,1.4356431,1.539903407
30.48,5.49,2.74,1.55,1.767741935,Intact,7663.479734,8245.393885,8550.843104,8543.361202,6625.826906,8148.402081,8050.902222,6874.696281,1.114737207,1.199383005,1.243813945,1.242725621,0.963799219,1.185274483,1.171092059
85.34,6.1,7.62,3.2,2.38125,Intact,6190.274923,7517.44023,8279.37268,8475.839635,5237.966752,7285.023119,8083.025713,6916.572399,0.894991705,1.086873641,1.197034051,1.225439299,0.757306719,1.05327071,1.168646151
167.64,3.69,14.33,1.98,7.237373737,Intact,13719.56479,15377.41807,16274.4617,15558.10335,7545.985491,15096.40233,15511.68302,6627.272882,2.070167478,2.32032366,2.455680034,2.347587556,1.138626042,2.277920737,2.340583118
108.51,6.71,7.62,2.29,3.327510917,Intact,8650.165832,9933.835384,10641.02109,10570.37266,6296.304313,9714.073852,10216.31106,9593.834234,0.901638033,1.035439548,1.109152069,1.101788127,0.656286544,1.01253301,1.064883008
42.67,5.49,4.27,2.59,1.648648649,Intact,5725.278317,6711.470167,7263.091986,7466.230754,5363.348528,6541.217206,7016.258189,5573.22449,1.027282918,1.204234672,1.303211812,1.339660867,0.962342094,1.173686296,1.258922586
140.21,5.49,17.37,2.44,7.118852459,Intact,12257.23501,14226.12479,15319.33698,14808.5679,6937.22845,13887.59646,14754.63568,6071.161884,2.018927389,2.343229362,2.523295751,2.439165384,1.142652524,2.287469307,2.430282038
160.93,6.31,14.94,2.96,5.047297297,Intact,9370.570182,11232.3786,12291.04887,12162.73307,6089.310007,10908.0434,11952.88003,8139.424401,1.151257106,1.379996674,1.510063644,1.494298917,0.748125384,1.340149237,1.468516622
180.44,5.97,15.24,2.99,5.096989967,Intact,9369.226222,11249.6967,12320.30679,12193.05494,6074.924309,10921.88732,11987.37554,8737.440476,1.072307874,1.287527707,1.410059024,1.39549505,0.695275044,1.250009925,1.371955045
163.98,6.22,15,2.8,5.357142857,Intact,9925.903033,11788.14365,12839.83776,12640.37937,6282.32087,11464.94967,12451.92417,8204.254648,1.209848238,1.436832979,1.565021846,1.540710267,0.76573938,1.397439519,1.517739843
146,5.49,16.46,2.41,6.829875519,Intact,12080.37186,13991.9147,15051.66568,14564.94685,6924.713815,13663.5229,14487.86682,6490.860147,1.861135748,2.155633366,2.318901554,2.243916295,1.066840705,2.105040409,2.232041131
198.12,5.7,17.16,2.83,6.06360424,Intact,10503.99814,12496.91946,13623.89366,13353.07637,6381.49827,12150.79622,13219.33463,8789.946122,1.195001425,1.42172879,1.54994052,1.519130628,0.725999703,1.382351615,1.50391532
182.88,5.49,15.85,4.88,3.24795082,Intact,5854.330566,7628.573792,8701.26102,8985.42886,4669.347657,7308.967258,8676.05342,8287.747647,0.706383787,0.920464053,1.049894542,1.084182246,0.563403696,0.881900315,1.046852992
36.58,4.88,7.32,1.83,4,Intact,10609.30368,11735.89493,12339.55941,12032.05499,7077.11257,11545.9596,11714.97152,2540.277778,4.176434472,4.619925835,4.857563026,4.736511532,2.785960115,4.54515632,4.611689172
91.44,6.1,7.62,1.68,4.535714286,Intact,11790.99985,12858.11436,13423.8767,12968.13703,7465.778838,12679.26076,12690.02413,7410.96063,1.591021791,1.735013179,1.811354475,1.749859118,1.00739691,1.710879519,1.712331878
60.96,6.1,9.14,4.88,1.87295082,Intact,4445.65448,5792.97716,6607.553092,6975.263167,4275.657602,5550.274735,6588.410975,4237.039469,1.049236032,1.367222846,1.559474048,1.646258719,1.009114414,1.309941712,1.554956243
76.2,6.1,10.67,4.88,2.18647541,Intact,4803.356467,6259.086133,7139.203693,7489.98556,4382.862388,5996.855619,7118.521381,4705.787008,1.02073393,1.330082752,1.517111523,1.59165418,0.931377128,1.274357638,1.512716442
91.44,6.1,12.19,4.88,2.49795082,Intact,5134.101624,6690.068601,7630.788497,7963.189525,4477.257997,6409.781657,7608.682061,5146.313346,0.997627093,1.299973039,1.482767951,1.547358077,0.869993274,1.245509402,1.478472364
45.72,6.1,6.1,3.05,2,Intact,5810.954945,7000.443928,7679.314746,7897.620485,5190.035064,6792.810289,7479.223123,4572,1.270987521,1.531155715,1.679640146,1.727388558,1.135178273,1.485741533,1.635875574
178.49,6,19,2.3,8.260869565,Intact,13599.7647,15629.31496,16748.01547,16046.07119,7269.9713,15281.75707,16083.06343,7725.502078,1.760372927,2.023080805,2.167886994,2.077026325,0.941035447,1.978092416,2.081814653
195.15,6,20,2.1,9.523809524,Intact,15281.92743,17297.71572,18396.40478,17445.82427,7705.957638,16954.65021,17585.83326,8245.0875,1.853458491,2.097942043,2.231195821,2.115905291,0.93461199,2.05633357,2.132886189
203.42,6,19,1.7,11.17647059,Intact,18399.68166,20104.59269,21009.83005,19589.024,8584.916975,19818.60848,19873.02665,8804.536011,2.089795718,2.283435796,2.386250681,2.224878628,0.975056149,2.250954332,2.25713503
203.42,6,19,1.7,11.17647059,Intact,18399.68166,20104.59269,21009.83005,19589.024,8584.916975,19818.60848,19873.02665,8804.536011,2.089795718,2.283435796,2.386250681,2.224878628,0.975056149,2.250954332,2.25713503
42.67,5.49,5.49,2.59,2.11969112,Intact,6491.855406,7610.091855,8235.572205,8381.232033,5583.405048,7417.043142,7955.688987,4267,1.521409751,1.783475944,1.930061449,1.964197805,1.308508331,1.738233687,1.864468945
91.44,6.1,6.1,1.68,3.630952381,Intact,10549.65035,11504.41967,12010.61888,11706.57975,7204.686678,11344.39567,11354.02588,9144,1.153723791,1.258138634,1.313497253,1.28024713,0.787914116,1.240638196,1.241691369
48.77,6.4,7.32,2.44,3,Intact,7956.977761,9235.113668,9944.789635,9951.30969,6041.430705,9015.352658,9578.20486,4283.303271,1.857673215,2.156072798,2.321757066,2.323279268,1.410460647,2.104766365,2.236172471
83.92,6,11.47,3,3.823333333,Intact,8101.079316,9732.448937,10661.61996,10675.33652,5794.232087,9447.999463,10375.24331,4867.034873,1.664479406,1.999666982,2.190578092,2.193396349,1.190505562,1.941222882,2.131738025
87.6,6,12,2.8,4.285714286,Intact,8877.997568,10543.63621,11484.30002,11407.26426,6061.980181,10254.56273,11137.33955,4927.5,1.801724519,2.13975367,2.330654494,2.315020652,1.230234436,2.081088327,2.260241411
45.72,6.1,6.1,3.96,1.54040404,Intact,4475.609238,5632.059803,6313.583929,6647.453858,4495.75723,5426.620956,6229.880939,4572,0.978917156,1.2318591,1.380923869,1.453948788,0.983323979,1.186924969,1.362616128
60.96,6.1,7.62,3.96,1.924242424,Intact,5002.242362,6294.769412,7056.486683,7363.815422,4658.679925,6065.157119,6962.934583,4940.64042,1.012468412,1.274079649,1.428253441,1.490457673,0.942930375,1.227605453,1.409318224
45.72,6.1,6.1,1.68,3.630952381,Intact,10549.65035,11504.41967,12010.61888,11706.57975,7204.686678,11344.39567,11354.02588,4572,2.307447583,2.516277268,2.626994506,2.560494259,1.575828232,2.481276392,2.483382738
60.96,6.1,7.62,1.68,4.535714286,Intact,11790.99985,12858.11436,13423.8767,12968.13703,7465.778838,12679.26076,12690.02413,4940.64042,2.386532686,2.602519768,2.717031712,2.624788677,1.511095365,2.566319278,2.568497817
76.2,6.1,9.14,3.96,2.308080808,Intact,5478.483298,6894.06602,7728.302956,8006.429012,4796.246211,6642.593375,7625.844183,5296.299336,1.034398351,1.301676054,1.459189231,1.511702512,0.905584429,1.254195232,1.43984388
91.44,6.1,12.19,3.96,3.078282828,Intact,6326.872709,7961.670371,8925.095943,9140.402321,5022.392741,7671.255063,8806.770564,5146.313346,1.229399044,1.547062885,1.734269824,1.776106837,0.975920509,1.490631166,1.711277564
76.2,6.1,9.14,1.68,5.44047619,Intact,12913.56777,14082.27744,14701.90346,14099.81954,7686.236025,13886.39599,13898.1841,5296.299336,2.438224684,2.658890018,2.775882277,2.662202161,1.451246528,2.62190543,2.624131156
33.53,5.49,6.71,3.96,1.694444444,Intact,4694.05857,5906.954155,6621.742688,6945.379272,4564.841273,5691.488075,6533.954252,2771.07438,1.693948962,2.131647637,2.389593991,2.506385004,1.647318205,2.053892207,2.357913703
115.82,6.1,9.14,1.83,4.994535519,Intact,11855.07861,13113.95745,13788.50594,13326.00466,7333.068165,12901.71936,13090.57715,8050.09697,1.472662833,1.629043414,1.712837248,1.655384365,0.910929172,1.602678751,1.626139064
169,6.19,21.81,2.58,8.453488372,Intact,12989.44385,15217.07033,16462.48845,15848.75056,6977.124912,14832.60105,15899.94046,6963.56197,1.865344762,2.185242322,2.364090177,2.275954552,1.001947702,2.130030739,2.28330566
70,6,12,2.6,4.615384615,Intact,9560.920458,11215.02521,12140.68083,11979.07802,6314.167347,10929.39127,11730.34375,3937.5,2.428170275,2.848260371,3.083347513,3.042305529,1.603598056,2.775718417,2.97913492
104,6,11,3,3.666666667,Intact,7933.366499,9530.962646,10440.89748,10471.84094,5755.573039,9252.401995,10160.44955,6209.917355,1.277531736,1.534797019,1.681326318,1.686309228,0.92683569,1.489939634,1.636165019
110.5,5,12,2.8,4.285714286,Intact,8877.997568,10543.63621,11484.30002,11407.26426,6061.980181,10254.56273,11137.33955,5544.184028,1.601317258,1.901747157,2.071413929,2.057519051,1.093394474,1.849607206,2.00883295
110.5,5,12,3,4,Intact,8286.131063,9954.765818,10905.16176,10899.47991,5836.261455,9663.818707,10612.24345,5544.184028,1.494562775,1.795533079,1.966955228,1.965930397,1.05268177,1.743055183,1.914121788
70,5,20.57,2.6,7.911538462,Intact,12517.74868,14683.40498,15895.33059,15349.27244,6882.790892,14309.43534,15358.09189,2704.15089,4.629086611,5.429950314,5.878122649,5.676189333,2.5452688,5.291655652,5.679450783
70,5,15.44,2.6,5.938461538,Intact,10845.07925,12721.35228,13771.33576,13451.71869,6574.014475,12397.3539,13305.88495,3066.939717,3.536124037,4.147897726,4.490253163,4.386039484,2.143509519,4.042255486,4.338489236
93,6,10,2.9,3.448275862,Intact,7825.001548,9347.702838,10211.36809,10249.43089,5775.153489,9082.808377,9920.255574,5952,1.3146844,1.57051459,1.715619639,1.722014598,0.970287885,1.526009472,1.666709606
84,5.89,11,2.77,3.971119134,Intact,8592.093681,10185.75264,11084.57244,11037.89905,6013.694844,9909.37289,10743.90016,4951.003388,1.735424722,2.057310779,2.238853737,2.22942668,1.214641634,2.001487802,2.170045001
84,5.89,11.5,2.77,4.151624549,Intact,8785.198549,10414.67454,11333.69506,11265.92327,6056.618399,10132.08323,10985.36626,4802.006881,1.82948479,2.168817079,2.36019967,2.346086449,1.261268163,2.109968496,2.2876615
47.24,7.62,6.1,5.18,1.177606178,Intact,3421.508221,4503.090318,5161.786385,5567.708797,3878.411052,4307.484805,5162.208543,5974.457146,0.57268939,0.753723762,0.863975799,0.931918777,0.649165432,0.720983463,0.864046459
64.01,6.25,6.1,3.44,1.773255814,Intact,5152.154821,6332.776558,7016.629025,7294.668861,4857.670582,6125.014017,6875.043766,6559.369272,0.785464975,0.965455106,1.069710933,1.11209913,0.740569768,0.933780942,1.048125739
91.44,6.1,10.67,4.27,2.49882904,Intact,5489.550248,6995.491285,7891.212408,8180.044485,4716.864558,6726.616484,7815.992909,5646.94441,0.972127553,1.238810014,1.39743051,1.448578894,0.835295022,1.191195804,1.384110121
38.1,5.49,4.27,1.52,2.809210526,Intact,9755.572923,10462.14317,10832.12534,10613.59434,7190.132881,10344.53282,10188.84336,4976.326531,1.960396462,2.102382772,2.176731224,2.132817104,1.444867582,2.078748804,2.047462781
106.68,6.1,12.19,4.27,2.854800937,Intact,5867.544714,7477.18047,8434.578346,8696.845144,4818.453716,7189.791733,8354.17945,6004.032237,0.977267357,1.245359814,1.404818964,1.448500741,0.802536283,1.197493859,1.391428147
88.39,6.1,9.14,3.05,2.996721311,Intact,7113.047167,8569.071404,9400.060492,9512.174003,5536.928428,8314.912168,9155.133252,6143.568219,1.157803888,1.394803655,1.53006529,1.548314215,0.901256115,1.353433684,1.490198029
